,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life
310,Ohio Street Beach,2018-06-13 03:00:00,17.0,0.78,0.1,4.0,11.3
311,Ohio Street Beach,2018-06-13 04:00:00,17.1,0.85,0.081,4.0,11.3
312,Ohio Street Beach,2018-06-13 05:00:00,17.1,0.66,0.096,3.0,11.3
313,Ohio Street Beach,2018-06-13 06:00:00,17.2,0.65,0.092,4.0,11.3
314,Ohio Street Beach,2018-06-13 07:00:00,17.1,0.67,0.077,3.0,11.3
315,Ohio Street Beach,2018-06-13 08:00:00,17.2,0.69,0.097,5.0,11.3
316,Ohio Street Beach,2018-06-13 09:00:00,17.4,0.66,0.103,3.0,11.3
317,Ohio Street Beach,2018-06-13 10:00:00,17.7,0.64,0.127,4.0,11.3
318,Ohio Street Beach,2018-06-13 12:00:00,17.9,0.63,0.168,2.0,11.3
319,Ohio Street Beach,2018-06-13 13:00:00,18.1,0.67,0.188,4.0,11.3
320,Ohio Street Beach,2018-06-13 14:00:00,19.1,0.64,0.133,3.0,11.3
321,Ohio Street Beach,2018-06-13 15:00:00,19.7,0.64,0.154,3.0,11.3
322,Ohio Street Beach,2018-06-13 16:00:00,21.0,0.97,0.173,4.0,11.2
323,Ohio Street Beach,2018-06-13 17:00:00,20.4,0.83,0.137,4.0,11.2
324,Ohio Street Beach,2018-06-13 18:00:00,20.0,0.79,0.178,4.0,11.3
325,Ohio Street Beach,2018-06-13 19:00:00,18.1,0.82,0.162,3.0,11.2
326,Ohio Street Beach,2018-06-13 20:00:00,17.7,0.77,0.168,4.0,11.3
327,Ohio Street Beach,2018-06-13 23:00:00,17.0,0.8,0.116,3.0,11.2
328,Ohio Street Beach,2018-06-14 00:00:00,16.9,0.77,0.106,4.0,11.2
329,Ohio Street Beach,2018-06-14 01:00:00,16.8,0.79,0.098,4.0,11.2
330,Ohio Street Beach,2018-06-14 02:00:00,16.8,0.77,0.088,4.0,11.2
331,Ohio Street Beach,2018-06-14 03:00:00,16.8,0.67,0.083,5.0,11.2
332,Ohio Street Beach,2018-06-14 04:00:00,16.8,0.76,0.072,4.0,11.2
333,Ohio Street Beach,2018-06-14 05:00:00,16.7,0.75,0.07,4.0,11.2
334,Ohio Street Beach,2018-06-14 06:00:00,16.7,0.68,0.083,3.0,11.2
335,Ohio Street Beach,2018-06-14 07:00:00,16.8,0.69,0.078,4.0,11.2
336,Ohio Street Beach,2018-06-13 21:00:00,17.3,0.83,0.174,3.0,11.3
337,Ohio Street Beach,2018-06-13 22:00:00,17.1,0.75,0.171,3.0,11.2
338,Ohio Street Beach,2018-06-14 08:00:00,16.9,0.68,0.08,4.0,11.2
339,Ohio Street Beach,2019-06-15 00:00:00,15.6,1.76,0.09,5.0,11.8
340,Ohio Street Beach,2019-06-15 11:00:00,15.8,1.63,0.157,3.0,11.7
341,Ohio Street Beach,2019-06-15 17:00:00,15.7,1.29,0.098,3.0,11.7
342,Ohio Street Beach,2019-06-15 18:00:00,15.7,1.46,0.095,7.0,11.7
343,Ohio Street Beach,2019-06-15 23:00:00,15.5,1.15,0.214,4.0,11.6
344,Ohio Street Beach,2019-06-17 00:00:00,15.3,2.2,0.25,3.0,11.5
345,Ohio Street Beach,2019-06-17 06:00:00,15.3,1.54,0.229,3.0,11.4
346,Ohio Street Beach,2019-06-17 07:00:00,15.1,1.66,0.211,3.0,11.5
347,Ohio Street Beach,2019-06-17 10:00:00,15.3,1.33,0.205,4.0,11.4
348,Ohio Street Beach,2019-06-17 13:00:00,15.7,1.25,0.195,3.0,11.4
349,Ohio Street Beach,2019-06-17 17:00:00,16.0,1.25,0.159,3.0,11.4
350,Ohio Street Beach,2019-06-17 20:00:00,15.9,1.14,0.166,2.0,11.4
351,Ohio Street Beach,2019-06-17 23:00:00,15.8,1.12,0.136,4.0,11.4
352,Ohio Street Beach,2019-06-18 02:00:00,15.8,1.06,0.112,4.0,11.4
353,Ohio Street Beach,2019-06-18 04:00:00,15.7,1.02,0.111,3.0,11.4
354,Ohio Street Beach,2018-06-14 09:00:00,17.3,0.6,0.097,3.0,11.2
355,Ohio Street Beach,2018-06-14 10:00:00,18.2,0.62,0.092,3.0,11.2
356,Ohio Street Beach,2018-06-14 11:00:00,18.8,0.53,0.102,4.0,11.2
357,Ohio Street Beach,2018-06-14 12:00:00,18.5,0.62,0.124,3.0,11.2
358,Ohio Street Beach,2018-06-14 13:00:00,18.3,0.67,0.155,4.0,11.2
359,Ohio Street Beach,2018-06-14 14:00:00,19.1,0.57,0.133,4.0,11.2
360,Ohio Street Beach,2018-06-14 15:00:00,19.1,0.62,0.125,4.0,11.2
361,Ohio Street Beach,2018-06-14 16:00:00,19.2,0.61,0.134,4.0,11.2
362,Ohio Street Beach,2018-06-14 17:00:00,19.3,0.72,0.143,3.0,11.2
363,Ohio Street Beach,2018-06-14 18:00:00,18.1,0.94,0.147,3.0,11.2
364,Ohio Street Beach,2018-06-14 19:00:00,17.8,0.81,0.127,3.0,11.2
365,Ohio Street Beach,2018-06-14 20:00:00,17.6,0.67,0.164,4.0,11.2
366,Ohio Street Beach,2018-06-14 21:00:00,17.3,0.75,0.152,4.0,11.2
367,Ohio Street Beach,2018-06-14 22:00:00,17.2,0.82,0.131,2.0,11.2
368,Ohio Street Beach,2018-06-14 23:00:00,17.1,0.81,0.149,2.0,11.2
369,Ohio Street Beach,2018-06-15 00:00:00,17.2,0.77,0.115,3.0,11.2
370,Ohio Street Beach,2018-06-15 02:00:00,17.1,0.82,0.101,6.0,11.2
371,Ohio Street Beach,2018-06-15 03:00:00,17.1,0.82,0.096,3.0,11.2
372,Ohio Street Beach,2018-06-15 04:00:00,17.1,0.75,0.102,3.0,11.2
373,Ohio Street Beach,2018-06-15 05:00:00,17.0,0.82,0.094,4.0,11.2
374,Ohio Street Beach,2018-06-15 06:00:00,17.0,0.75,0.091,4.0,11.2
375,Ohio Street Beach,2018-06-15 07:00:00,17.1,0.7,0.086,4.0,11.2
376,Ohio Street Beach,2018-06-15 08:00:00,17.2,0.79,0.08,4.0,11.1
377,Ohio Street Beach,2018-06-15 09:00:00,17.4,0.8,0.097,4.0,11.1
378,Ohio Street Beach,2018-06-15 10:00:00,18.0,0.94,0.09,4.0,11.1
379,Ohio Street Beach,2018-06-15 11:00:00,17.8,0.89,0.123,2.0,11.1
380,Ohio Street Beach,2018-06-15 12:00:00,17.4,0.94,0.151,3.0,11.1
381,Ohio Street Beach,2018-06-15 13:00:00,18.3,1.07,0.164,4.0,11.1
382,Ohio Street Beach,2018-06-15 14:00:00,18.8,0.7,0.155,4.0,11.1
383,Ohio Street Beach,2018-06-15 15:00:00,19.5,1.1,0.154,3.0,11.1
384,Ohio Street Beach,2018-06-15 16:00:00,19.1,0.97,0.157,3.0,11.1
385,Ohio Street Beach,2018-06-15 17:00:00,18.6,1.13,0.169,3.0,11.1
386,Ohio Street Beach,2018-06-15 18:00:00,18.3,1.06,0.158,3.0,11.1
387,Ohio Street Beach,2018-06-15 19:00:00,18.0,0.99,0.174,3.0,11.1
388,Ohio Street Beach,2018-06-15 20:00:00,17.7,0.95,0.149,3.0,11.1
389,Ohio Street Beach,2018-06-15 21:00:00,17.7,0.96,0.164,3.0,11.1
390,Ohio Street Beach,2018-06-15 22:00:00,17.8,0.94,0.143,2.0,11.1
391,Ohio Street Beach,2018-06-15 23:00:00,17.7,1.03,0.118,4.0,11.1
392,Ohio Street Beach,2018-06-16 00:00:00,17.7,1.03,0.104,2.0,11.1
393,Ohio Street Beach,2018-06-16 01:00:00,17.6,1.05,0.122,4.0,11.1
394,Ohio Street Beach,2018-06-16 02:00:00,17.4,0.96,0.228,3.0,11.1
395,Ohio Street Beach,2018-06-16 03:00:00,17.4,1.09,0.308,4.0,11.1
396,Ohio Street Beach,2018-06-16 04:00:00,17.5,1.06,0.199,3.0,11.1
397,Ohio Street Beach,2018-06-16 05:00:00,17.5,1.09,0.18,4.0,11.1
398,Ohio Street Beach,2018-06-16 06:00:00,17.5,1.07,0.168,4.0,11.1
399,Ohio Street Beach,2018-06-16 07:00:00,17.3,0.96,0.16,4.0,11.1
400,Ohio Street Beach,2019-06-15 01:00:00,15.6,1.75,0.122,2.0,11.8
401,Ohio Street Beach,2019-06-16 00:00:00,15.5,1.21,0.217,4.0,11.6
402,Ohio Street Beach,2019-06-17 01:00:00,15.2,2.11,0.238,4.0,11.5
403,Ohio Street Beach,2019-06-17 11:00:00,15.4,1.36,0.193,4.0,11.4
404,Ohio Street Beach,2019-06-18 05:00:00,15.7,1.04,0.101,3.0,11.4
405,Ohio Street Beach,2019-06-18 08:00:00,15.7,0.91,0.096,3.0,11.4
406,Ohio Street Beach,2019-06-18 09:00:00,15.7,0.96,0.089,3.0,11.4
407,Ohio Street Beach,2019-06-18 10:00:00,15.8,1.17,0.087,3.0,11.4
408,Ohio Street Beach,2019-06-18 11:00:00,16.2,0.96,0.093,3.0,11.4
409,Ohio Street Beach,2019-06-18 12:00:00,16.8,1.06,0.088,4.0,11.3
410,Ohio Street Beach,2019-06-18 14:00:00,17.8,1.1,0.095,4.0,11.3
411,Ohio Street Beach,2019-06-18 15:00:00,17.6,0.85,0.118,3.0,11.4
412,Ohio Street Beach,2019-06-18 17:00:00,18.5,0.79,0.124,2.0,11.4
413,Ohio Street Beach,2017-08-08 04:00:00,21.7,2.12,0.187,3.0,10.8
414,Ohio Street Beach,2017-08-08 05:00:00,21.6,2.01,0.187,3.0,10.8
415,Ohio Street Beach,2017-08-08 06:00:00,21.5,2.04,0.187,3.0,10.8
416,Ohio Street Beach,2017-08-08 07:00:00,21.5,1.86,0.187,3.0,10.8
417,Ohio Street Beach,2017-08-08 08:00:00,21.5,1.82,0.187,3.0,10.8
418,Ohio Street Beach,2017-08-08 09:00:00,21.6,2.02,0.187,3.0,10.8
419,Ohio Street Beach,2017-08-08 10:00:00,21.8,2.01,0.187,3.0,10.8
420,Ohio Street Beach,2017-08-08 11:00:00,22.1,1.54,0.187,3.0,10.8
421,Ohio Street Beach,2017-08-08 12:00:00,22.8,1.58,0.187,3.0,10.8
422,Ohio Street Beach,2017-08-08 13:00:00,22.9,1.57,0.187,3.0,10.8
423,Ohio Street Beach,2017-08-08 14:00:00,23.8,1.74,0.187,3.0,10.8
424,Ohio Street Beach,2017-08-08 15:00:00,23.9,1.95,0.187,3.0,10.8
425,Ohio Street Beach,2017-08-08 16:00:00,23.7,1.56,0.187,3.0,10.8
426,Ohio Street Beach,2017-08-08 17:00:00,23.3,1.67,0.187,3.0,10.8
427,Ohio Street Beach,2017-08-08 18:00:00,23.1,1.69,0.187,3.0,10.8
428,Ohio Street Beach,2017-08-08 19:00:00,22.8,1.57,0.187,3.0,10.8
429,Ohio Street Beach,2017-08-08 20:00:00,22.7,1.93,0.187,3.0,10.8
430,Ohio Street Beach,2017-08-08 21:00:00,22.5,1.62,0.187,3.0,10.8
431,Ohio Street Beach,2017-08-08 22:00:00,22.4,1.55,0.187,3.0,10.8
432,Ohio Street Beach,2017-08-08 23:00:00,22.3,1.51,0.187,3.0,10.8
433,Ohio Street Beach,2017-08-08 00:00:00,21.8,2.52,0.187,3.0,10.9
434,Ohio Street Beach,2017-08-09 01:00:00,22.2,1.42,0.187,3.0,10.8
435,Ohio Street Beach,2017-08-09 02:00:00,22.2,1.4,0.187,3.0,10.8
436,Ohio Street Beach,2017-08-09 03:00:00,22.1,1.35,0.187,3.0,10.8
437,Ohio Street Beach,2017-08-09 04:00:00,22.1,1.44,0.187,3.0,10.8
438,Ohio Street Beach,2017-08-09 05:00:00,22.0,1.39,0.187,3.0,10.8
439,Ohio Street Beach,2017-08-09 06:00:00,22.0,1.36,0.187,3.0,10.8
440,Ohio Street Beach,2017-08-09 07:00:00,22.0,1.36,0.187,3.0,10.8
441,Ohio Street Beach,2017-08-09 08:00:00,22.1,1.35,0.187,3.0,10.8
442,Ohio Street Beach,2017-08-09 09:00:00,22.2,1.18,0.187,3.0,10.8
443,Ohio Street Beach,2017-08-09 10:00:00,22.4,1.14,0.187,3.0,10.8
444,Ohio Street Beach,2018-06-16 08:00:00,17.4,0.96,0.165,4.0,11.1
445,Ohio Street Beach,2018-06-16 09:00:00,17.8,1.08,0.155,4.0,11.1
446,Ohio Street Beach,2018-06-16 10:00:00,17.9,0.98,0.173,4.0,11.1
447,Ohio Street Beach,2018-06-16 11:00:00,18.8,0.8,0.166,4.0,11.1
448,Ohio Street Beach,2018-06-16 12:00:00,19.2,1.01,0.175,3.0,11.1
449,Ohio Street Beach,2018-06-16 13:00:00,18.3,1.13,0.209,3.0,11.1
450,Ohio Street Beach,2018-06-16 14:00:00,18.1,1.1,0.221,3.0,11.1
451,Ohio Street Beach,2018-06-16 15:00:00,18.4,1.14,0.197,3.0,11.1
452,Ohio Street Beach,2018-06-16 16:00:00,18.3,1.22,0.19,3.0,11.1
453,Ohio Street Beach,2018-06-16 17:00:00,18.4,1.3,0.177,3.0,11.1
454,Ohio Street Beach,2018-06-16 18:00:00,18.6,1.49,0.187,4.0,11.1
455,Ohio Street Beach,2018-06-16 20:00:00,18.3,1.48,0.183,4.0,11.1
456,Ohio Street Beach,2018-06-16 22:00:00,18.1,1.31,0.177,2.0,11.1
457,Ohio Street Beach,2018-06-16 23:00:00,18.1,1.26,0.17,3.0,11.1
458,Ohio Street Beach,2018-06-17 03:00:00,18.2,1.19,0.1,3.0,11.0
459,Ohio Street Beach,2018-06-17 04:00:00,18.1,1.28,0.088,3.0,11.0
460,Ohio Street Beach,2018-06-17 05:00:00,18.1,1.21,0.085,4.0,11.0
461,Ohio Street Beach,2018-06-17 06:00:00,18.1,1.13,0.095,3.0,11.0
462,Ohio Street Beach,2018-06-17 07:00:00,18.1,1.03,0.102,2.0,11.0
463,Ohio Street Beach,2018-06-17 08:00:00,18.4,1.11,0.092,4.0,11.0
464,Ohio Street Beach,2018-06-17 09:00:00,18.8,1.17,0.09,5.0,11.0
465,Ohio Street Beach,2018-06-17 10:00:00,19.0,1.06,0.138,4.0,11.0
466,Ohio Street Beach,2018-06-17 12:00:00,19.1,1.25,0.155,3.0,11.0
467,Ohio Street Beach,2018-06-17 13:00:00,18.9,1.34,0.171,3.0,11.0
468,Ohio Street Beach,2018-06-17 14:00:00,19.6,1.73,0.2,3.0,11.0
469,Ohio Street Beach,2018-06-17 15:00:00,19.4,1.64,0.173,3.0,11.0
470,Ohio Street Beach,2018-06-17 16:00:00,19.5,2.07,0.183,3.0,11.0
471,Ohio Street Beach,2018-06-17 17:00:00,19.3,1.89,0.165,3.0,11.0
472,Ohio Street Beach,2018-06-17 18:00:00,19.3,2.01,0.181,3.0,11.0
473,Ohio Street Beach,2018-06-17 21:00:00,19.1,2.08,0.128,3.0,11.0
474,Ohio Street Beach,2018-06-17 22:00:00,18.9,2.19,0.096,4.0,11.0
475,Ohio Street Beach,2018-06-17 23:00:00,18.6,1.56,0.106,9.0,11.0
476,Ohio Street Beach,2018-06-18 00:00:00,18.6,1.69,0.09,3.0,11.0
477,Ohio Street Beach,2018-06-18 01:00:00,18.5,1.59,0.076,7.0,11.0
478,Ohio Street Beach,2018-06-18 02:00:00,18.5,1.6,0.076,6.0,11.0
479,Ohio Street Beach,2018-06-18 03:00:00,18.4,1.67,0.077,5.0,11.0
480,Ohio Street Beach,2018-06-18 04:00:00,18.4,1.86,0.079,5.0,11.0
481,Ohio Street Beach,2018-06-18 05:00:00,18.3,1.87,0.074,3.0,11.0
482,Ohio Street Beach,2018-06-18 06:00:00,18.3,1.8,0.07,4.0,11.0
483,Ohio Street Beach,2018-06-18 07:00:00,18.3,1.85,0.097,4.0,11.0
484,Ohio Street Beach,2018-06-18 08:00:00,18.6,1.63,0.088,3.0,11.0
485,Ohio Street Beach,2018-06-18 09:00:00,18.8,1.74,0.078,6.0,11.0
486,Ohio Street Beach,2018-06-18 10:00:00,19.6,1.42,0.106,3.0,11.0
487,Ohio Street Beach,2018-06-18 11:00:00,20.7,1.28,0.107,2.0,11.0
488,Ohio Street Beach,2018-06-18 12:00:00,21.6,1.23,0.122,4.0,11.0
489,Ohio Street Beach,2018-06-16 21:00:00,18.1,1.5,0.151,3.0,11.0
490,Ohio Street Beach,2018-06-17 00:00:00,18.1,1.05,0.132,3.0,11.1
491,Ohio Street Beach,2018-06-17 11:00:00,19.1,1.17,0.187,3.0,11.0
492,Ohio Street Beach,2018-06-17 19:00:00,19.1,2.04,0.168,3.0,11.0
493,Ohio Street Beach,2018-06-18 13:00:00,22.3,1.22,0.092,3.0,11.0
494,Ohio Street Beach,2019-06-15 02:00:00,15.5,1.74,0.092,3.0,11.7
495,Ohio Street Beach,2019-06-16 01:00:00,15.4,1.25,0.201,4.0,11.6
496,Ohio Street Beach,2019-06-18 06:00:00,15.6,0.98,0.107,3.0,11.4
497,Ohio Street Beach,2019-06-18 13:00:00,17.7,1.14,0.151,3.0,11.3
498,Ohio Street Beach,2019-06-18 16:00:00,18.4,0.83,0.12,3.0,11.4
499,Ohio Street Beach,2019-06-18 18:00:00,18.8,0.86,0.109,3.0,11.4
500,Ohio Street Beach,2018-06-17 20:00:00,19.1,2.24,0.139,6.0,11.0
501,Ohio Street Beach,2018-06-18 14:00:00,23.0,1.31,0.164,3.0,11.0
502,Ohio Street Beach,2018-06-18 15:00:00,21.7,1.95,0.135,4.0,11.0
503,Ohio Street Beach,2018-06-18 16:00:00,19.8,2.29,0.115,3.0,11.0
504,Ohio Street Beach,2018-06-18 17:00:00,19.2,1.85,0.127,3.0,11.0
505,Ohio Street Beach,2018-06-18 18:00:00,19.1,1.67,0.151,3.0,11.0
506,Ohio Street Beach,2018-06-18 19:00:00,19.3,1.62,0.233,3.0,11.0
507,Ohio Street Beach,2018-06-18 20:00:00,19.1,1.15,0.228,4.0,11.0
508,Ohio Street Beach,2018-06-18 21:00:00,19.2,1.07,0.215,4.0,11.0
509,Ohio Street Beach,2018-06-18 22:00:00,19.2,1.16,0.26,4.0,11.0
510,Ohio Street Beach,2018-06-18 23:00:00,19.1,1.63,0.289,4.0,11.0
511,Ohio Street Beach,2018-06-19 00:00:00,19.1,1.99,0.256,4.0,11.0
512,Ohio Street Beach,2018-06-19 01:00:00,18.9,1.89,0.224,4.0,10.9
513,Ohio Street Beach,2018-06-19 02:00:00,18.6,1.77,0.193,4.0,10.9
514,Ohio Street Beach,2018-06-19 03:00:00,18.3,1.47,0.213,4.0,10.9
515,Ohio Street Beach,2018-06-19 04:00:00,18.1,1.22,0.212,4.0,10.9
516,Ohio Street Beach,2018-06-19 05:00:00,18.2,1.39,0.176,3.0,10.9
517,Ohio Street Beach,2018-06-19 06:00:00,17.7,1.13,0.235,4.0,10.9
518,Ohio Street Beach,2018-06-19 07:00:00,17.4,1.16,0.184,3.0,10.9
519,Ohio Street Beach,2018-06-19 08:00:00,17.9,1.48,0.198,4.0,10.9
520,Ohio Street Beach,2018-06-19 09:00:00,17.4,1.52,0.194,4.0,10.9
521,Ohio Street Beach,2018-06-19 10:00:00,17.0,1.19,0.185,4.0,10.9
522,Ohio Street Beach,2018-06-19 11:00:00,17.0,1.39,0.251,4.0,10.9
523,Ohio Street Beach,2018-06-19 12:00:00,18.3,1.65,0.213,4.0,10.9
524,Ohio Street Beach,2018-06-19 13:00:00,18.5,2.11,0.213,4.0,10.9
525,Ohio Street Beach,2018-06-19 14:00:00,19.2,1.32,0.23,4.0,10.9
526,Ohio Street Beach,2018-06-19 15:00:00,18.6,1.19,0.288,3.0,10.9
527,Ohio Street Beach,2018-06-19 16:00:00,17.6,0.9,0.277,3.0,10.8
528,Ohio Street Beach,2018-06-19 17:00:00,17.5,0.75,0.287,3.0,10.8
529,Ohio Street Beach,2018-06-19 18:00:00,18.0,1.83,0.267,4.0,10.8
530,Ohio Street Beach,2018-06-19 19:00:00,18.3,1.78,0.253,3.0,10.8
531,Ohio Street Beach,2018-06-19 20:00:00,18.2,2.07,0.26,3.0,10.8
532,Ohio Street Beach,2018-06-19 21:00:00,18.0,1.6,0.236,3.0,10.8
533,Ohio Street Beach,2018-06-19 22:00:00,18.0,1.48,0.242,3.0,10.8
534,Ohio Street Beach,2018-06-19 23:00:00,17.8,1.12,0.228,3.0,10.8
535,Ohio Street Beach,2018-06-20 01:00:00,17.7,1.02,0.229,4.0,10.8
536,Ohio Street Beach,2018-06-20 02:00:00,17.8,1.07,0.232,4.0,10.8
537,Ohio Street Beach,2018-06-20 03:00:00,17.8,1.42,0.228,4.0,10.8
538,Ohio Street Beach,2018-06-20 04:00:00,17.8,1.57,0.255,4.0,10.8
539,Ohio Street Beach,2018-06-20 05:00:00,17.7,1.73,0.263,4.0,10.8
540,Ohio Street Beach,2018-06-20 06:00:00,17.7,2.3,0.242,4.0,10.8
541,Ohio Street Beach,2018-06-20 08:00:00,17.6,0.89,0.223,4.0,10.8
542,Ohio Street Beach,2018-06-20 09:00:00,17.7,0.72,0.242,4.0,10.8
543,Ohio Street Beach,2018-06-20 10:00:00,17.8,0.79,0.259,4.0,10.8
544,Ohio Street Beach,2018-06-20 11:00:00,18.1,0.83,0.213,3.0,10.8
545,Ohio Street Beach,2018-06-20 12:00:00,18.2,0.72,0.237,3.0,10.8
546,Ohio Street Beach,2019-06-16 02:00:00,15.3,1.82,0.175,4.0,11.6
547,Ohio Street Beach,2019-06-18 07:00:00,15.6,0.93,0.099,4.0,11.4
548,Ohio Street Beach,2019-06-18 19:00:00,17.7,1.04,0.112,3.0,11.4
549,Ohio Street Beach,2019-06-18 23:00:00,16.1,0.97,0.078,4.0,11.3
550,Ohio Street Beach,2019-06-19 00:00:00,16.0,0.98,0.068,9.0,11.3
551,Ohio Street Beach,2019-06-19 02:00:00,16.0,1.09,0.063,3.0,11.3
552,Ohio Street Beach,2019-06-19 03:00:00,16.0,0.96,0.06,5.0,11.3
553,Ohio Street Beach,2019-06-19 04:00:00,16.0,1.0,0.06,4.0,11.3
554,Ohio Street Beach,2019-06-19 06:00:00,16.0,0.88,0.065,8.0,11.3
555,Ohio Street Beach,2019-06-19 08:00:00,16.1,0.81,0.06,6.0,11.3
556,Ohio Street Beach,2019-06-19 09:00:00,16.4,0.81,0.072,5.0,11.3
557,Ohio Street Beach,2019-06-19 10:00:00,16.5,0.78,0.083,3.0,11.3
558,Ohio Street Beach,2019-06-19 11:00:00,16.5,0.79,0.113,3.0,11.3
559,Ohio Street Beach,2019-06-19 14:00:00,16.8,0.83,0.17,3.0,11.3
560,Ohio Street Beach,2017-08-09 11:00:00,22.6,1.28,0.187,3.0,10.8
561,Ohio Street Beach,2017-08-09 12:00:00,22.7,1.09,0.187,3.0,10.8
562,Ohio Street Beach,2017-08-09 13:00:00,22.9,1.24,0.187,3.0,10.8
563,Ohio Street Beach,2017-08-09 14:00:00,23.3,1.39,0.187,3.0,10.8
564,Ohio Street Beach,2017-08-09 15:00:00,23.2,1.57,0.187,3.0,10.8
565,Ohio Street Beach,2017-08-09 16:00:00,23.3,1.73,0.187,3.0,10.8
566,Ohio Street Beach,2017-08-09 17:00:00,23.4,1.55,0.187,3.0,10.8
567,Ohio Street Beach,2017-08-09 18:00:00,23.2,1.85,0.187,3.0,10.8
568,Ohio Street Beach,2017-08-09 19:00:00,23.1,1.69,0.187,3.0,10.8
569,Ohio Street Beach,2017-08-09 20:00:00,23.0,1.71,0.187,3.0,10.8
570,Ohio Street Beach,2017-08-09 21:00:00,22.9,1.72,0.187,3.0,10.8
571,Ohio Street Beach,2017-08-09 22:00:00,22.9,1.71,0.187,3.0,10.8
572,Ohio Street Beach,2017-08-09 23:00:00,22.8,1.66,0.187,3.0,10.8
573,Ohio Street Beach,2017-08-09 00:00:00,22.3,1.49,0.187,3.0,10.8
574,Ohio Street Beach,2017-08-10 01:00:00,22.7,1.71,0.187,3.0,10.8
575,Ohio Street Beach,2017-08-10 02:00:00,22.6,1.7,0.187,3.0,10.8
576,Ohio Street Beach,2017-08-10 03:00:00,22.5,1.56,0.187,3.0,10.8
577,Ohio Street Beach,2017-08-10 04:00:00,22.5,1.56,0.187,3.0,10.8
578,Ohio Street Beach,2017-08-10 05:00:00,22.4,1.66,0.187,3.0,10.8
579,Ohio Street Beach,2017-08-10 06:00:00,22.4,1.44,0.187,3.0,10.8
580,Ohio Street Beach,2017-08-10 07:00:00,22.4,1.39,0.187,3.0,10.8
581,Ohio Street Beach,2017-08-10 08:00:00,22.4,1.4,0.187,3.0,10.7
582,Ohio Street Beach,2017-08-10 09:00:00,22.6,1.28,0.187,3.0,10.7
583,Ohio Street Beach,2017-08-10 10:00:00,22.8,1.46,0.187,3.0,10.8
584,Ohio Street Beach,2017-08-10 11:00:00,23.0,1.39,0.187,3.0,10.7
585,Ohio Street Beach,2017-08-10 12:00:00,23.1,1.52,0.187,3.0,10.7
586,Ohio Street Beach,2017-08-10 13:00:00,23.3,1.46,0.187,3.0,10.7
587,Ohio Street Beach,2017-08-10 14:00:00,23.4,1.64,0.187,3.0,10.7
588,Ohio Street Beach,2017-08-10 16:00:00,23.2,1.61,0.187,3.0,10.7
589,Ohio Street Beach,2017-08-10 17:00:00,23.1,1.56,0.187,3.0,10.7
590,Ohio Street Beach,2018-06-20 13:00:00,18.3,0.7,0.204,4.0,10.8
591,Ohio Street Beach,2018-06-20 14:00:00,18.4,0.52,0.213,4.0,10.8
592,Ohio Street Beach,2018-06-20 15:00:00,18.4,0.45,0.2,4.0,10.8
593,Ohio Street Beach,2018-06-20 16:00:00,18.6,0.54,0.21,4.0,10.8
594,Ohio Street Beach,2018-06-20 17:00:00,18.7,0.58,0.234,4.0,10.8
595,Ohio Street Beach,2018-06-20 18:00:00,18.7,0.63,0.226,5.0,10.8
596,Ohio Street Beach,2018-06-20 19:00:00,18.8,0.64,0.219,4.0,10.8
597,Ohio Street Beach,2018-06-20 20:00:00,18.8,0.68,0.213,4.0,10.8
598,Ohio Street Beach,2018-06-20 21:00:00,18.8,0.7,0.238,4.0,10.8
599,Ohio Street Beach,2018-06-20 23:00:00,18.8,0.73,0.213,3.0,10.8
600,Ohio Street Beach,2018-06-21 00:00:00,18.7,0.76,0.185,4.0,10.8
601,Ohio Street Beach,2018-06-21 01:00:00,18.7,0.73,0.187,3.0,10.8
602,Ohio Street Beach,2018-06-21 02:00:00,18.6,0.67,0.185,4.0,10.8
603,Ohio Street Beach,2018-06-21 03:00:00,18.5,0.63,0.22,4.0,10.8
604,Ohio Street Beach,2018-06-21 04:00:00,18.5,0.6,0.195,4.0,10.7
605,Ohio Street Beach,2018-06-21 05:00:00,18.5,0.55,0.188,3.0,10.7
606,Ohio Street Beach,2018-06-21 06:00:00,18.4,0.6,0.182,3.0,10.7
607,Ohio Street Beach,2018-06-21 07:00:00,18.4,0.76,0.17,3.0,10.7
608,Ohio Street Beach,2018-06-21 08:00:00,18.4,0.79,0.172,3.0,10.7
609,Ohio Street Beach,2018-06-21 09:00:00,18.4,0.87,0.179,3.0,10.7
610,Ohio Street Beach,2018-06-21 10:00:00,18.4,1.08,0.162,3.0,10.7
611,Ohio Street Beach,2018-06-21 11:00:00,18.3,4.98,0.194,3.0,10.7
612,Ohio Street Beach,2018-06-21 12:00:00,18.3,0.59,0.201,3.0,10.7
613,Ohio Street Beach,2018-06-21 13:00:00,18.3,1.17,0.214,4.0,10.7
614,Ohio Street Beach,2018-06-21 14:00:00,18.3,1.66,0.22,4.0,10.7
615,Ohio Street Beach,2018-06-21 15:00:00,18.3,0.64,0.237,4.0,10.7
616,Ohio Street Beach,2018-06-21 16:00:00,18.3,0.62,0.237,4.0,10.7
617,Ohio Street Beach,2018-06-21 17:00:00,18.2,0.78,0.228,4.0,10.7
618,Ohio Street Beach,2018-06-21 18:00:00,18.2,0.54,0.227,4.0,10.7
619,Ohio Street Beach,2018-06-21 19:00:00,18.2,0.63,0.228,4.0,10.7
