,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life
25916,Ohio Street Beach,2019-07-02 20:00:00,20.9,0.62,0.238,4.0,12.2
25917,Ohio Street Beach,2019-07-02 21:00:00,20.9,2.84,0.237,4.0,12.2
25918,Ohio Street Beach,2019-07-02 22:00:00,20.5,1.16,0.188,4.0,12.2
25919,Ohio Street Beach,2016-06-30 09:00:00,20.6,1.75,0.113,3.0,10.3
25920,Ohio Street Beach,2016-06-30 10:00:00,20.7,1.77,0.103,4.0,10.3
25921,Ohio Street Beach,2016-06-30 11:00:00,20.8,1.88,0.103,2.0,10.3
25922,Ohio Street Beach,2016-06-30 13:00:00,20.9,2.03,0.115,3.0,10.3
25923,Ohio Street Beach,2016-06-30 14:00:00,21.0,2.22,0.112,3.0,10.3
25924,Ohio Street Beach,2016-06-30 15:00:00,21.0,2.13,0.113,3.0,10.3
25925,Ohio Street Beach,2016-06-30 16:00:00,21.0,2.17,0.147,2.0,10.3
25926,Ohio Street Beach,2016-06-30 17:00:00,21.0,2.19,0.121,3.0,10.3
25927,Ohio Street Beach,2016-06-30 18:00:00,21.1,2.17,0.107,3.0,10.3
25928,Ohio Street Beach,2016-06-30 19:00:00,20.9,2.1,0.122,2.0,10.3
25929,Ohio Street Beach,2016-06-30 20:00:00,20.9,2.07,0.12,3.0,10.3
25930,Ohio Street Beach,2016-06-30 21:00:00,20.9,2.11,0.106,6.0,10.3
25931,Ohio Street Beach,2016-06-30 22:00:00,20.9,1.9,0.113,2.0,10.3
25932,Ohio Street Beach,2016-06-30 23:00:00,20.9,1.96,0.082,4.0,10.3
25933,Ohio Street Beach,2016-06-30 00:00:00,20.4,2.16,0.121,4.0,10.4
25934,Ohio Street Beach,2016-07-01 02:00:00,20.7,1.78,0.077,6.0,10.3
25935,Ohio Street Beach,2016-07-01 03:00:00,20.7,1.86,0.118,3.0,10.3
25936,Ohio Street Beach,2016-07-01 04:00:00,20.7,1.77,0.158,3.0,10.3
25937,Ohio Street Beach,2016-07-01 05:00:00,20.6,1.87,0.156,3.0,10.3
25938,Ohio Street Beach,2016-07-01 06:00:00,20.6,1.87,0.262,3.0,10.3
25939,Ohio Street Beach,2016-07-01 08:00:00,20.6,3.75,0.339,5.0,10.3
25940,Ohio Street Beach,2016-07-01 09:00:00,20.6,4.3,0.352,5.0,10.3
25941,Ohio Street Beach,2016-07-01 10:00:00,20.5,6.01,0.356,4.0,10.3
25942,Ohio Street Beach,2016-07-01 11:00:00,20.7,6.03,0.33,5.0,10.3
25943,Ohio Street Beach,2016-07-01 12:00:00,20.8,6.12,0.321,5.0,10.3
25944,Ohio Street Beach,2016-07-01 13:00:00,21.2,6.84,0.31,6.0,10.3
25945,Ohio Street Beach,2016-07-01 14:00:00,21.4,5.47,0.3,7.0,10.3
25946,Ohio Street Beach,2016-07-01 15:00:00,21.9,6.07,0.308,7.0,10.3
25947,Ohio Street Beach,2016-07-01 16:00:00,22.2,8.23,0.297,7.0,10.3
25948,Ohio Street Beach,2016-07-01 17:00:00,21.9,5.58,0.278,6.0,10.3
25949,Ohio Street Beach,2016-07-01 18:00:00,21.9,5.5,0.297,7.0,10.2
25950,Ohio Street Beach,2016-07-01 21:00:00,21.2,5.06,0.295,6.0,10.2
25951,Ohio Street Beach,2016-07-01 22:00:00,21.0,5.05,0.261,5.0,10.2
25952,Ohio Street Beach,2016-07-01 23:00:00,20.9,4.76,0.234,6.0,10.2
25953,Ohio Street Beach,2016-07-02 09:00:00,20.4,2.47,0.151,5.0,10.2
25954,Ohio Street Beach,2016-07-02 11:00:00,20.9,2.23,0.163,4.0,10.2
25955,Ohio Street Beach,2016-07-02 12:00:00,21.1,2.82,0.17,5.0,10.2
25956,Ohio Street Beach,2016-07-02 13:00:00,21.0,2.57,0.198,4.0,10.2
25957,Ohio Street Beach,2016-07-02 14:00:00,21.1,2.55,0.191,4.0,10.2
25958,Ohio Street Beach,2016-07-02 15:00:00,21.1,2.47,0.161,4.0,10.2
25959,Ohio Street Beach,2016-07-02 17:00:00,21.6,2.73,0.159,4.0,10.2
25960,Ohio Street Beach,2016-07-02 18:00:00,21.5,3.06,0.18,4.0,10.2
25961,Ohio Street Beach,2016-07-02 19:00:00,21.6,3.64,0.166,3.0,10.2
25962,Ohio Street Beach,2016-07-02 21:00:00,21.1,2.18,0.146,3.0,10.2
25963,Ohio Street Beach,2016-07-02 23:00:00,21.0,1.82,0.162,3.0,10.2
25964,Ohio Street Beach,2016-07-02 00:00:00,20.7,6.49,0.236,6.0,10.2
25965,Ohio Street Beach,2016-07-03 04:00:00,20.7,1.92,0.087,2.0,10.1
25966,Ohio Street Beach,2016-07-03 05:00:00,20.7,1.9,0.087,2.0,10.1
25967,Ohio Street Beach,2016-07-03 06:00:00,20.7,1.77,0.085,2.0,10.1
25968,Ohio Street Beach,2016-07-03 07:00:00,20.7,1.83,0.083,2.0,10.1
25969,Ohio Street Beach,2016-07-03 09:00:00,20.8,1.68,0.162,3.0,10.1
25970,Ohio Street Beach,2016-07-03 12:00:00,21.3,1.85,0.163,3.0,10.1
25971,Ohio Street Beach,2016-07-03 13:00:00,21.8,1.99,0.186,3.0,10.1
25972,Ohio Street Beach,2016-07-04 04:00:00,21.3,2.48,0.153,3.0,10.1
25973,Ohio Street Beach,2016-07-04 07:00:00,21.1,2.39,0.142,3.0,10.1
25974,Ohio Street Beach,2016-07-04 08:00:00,21.1,2.37,0.144,3.0,10.1
25975,Ohio Street Beach,2016-07-04 09:00:00,21.2,2.3,0.165,3.0,10.1
25976,Ohio Street Beach,2016-07-04 11:00:00,21.4,2.56,0.145,3.0,10.1
25977,Ohio Street Beach,2016-07-04 13:00:00,21.8,3.13,0.163,3.0,10.1
25978,Ohio Street Beach,2016-07-04 14:00:00,21.9,3.34,0.173,3.0,10.1
25979,Ohio Street Beach,2016-07-04 16:00:00,22.1,3.57,0.159,3.0,10.1
25980,Ohio Street Beach,2016-07-04 17:00:00,22.0,3.28,0.147,4.0,10.0
25981,Ohio Street Beach,2016-07-04 18:00:00,22.1,3.42,0.151,3.0,10.1
25982,Ohio Street Beach,2016-07-04 19:00:00,21.9,3.05,0.165,3.0,10.1
25983,Ohio Street Beach,2016-07-04 20:00:00,21.9,3.38,0.176,3.0,10.1
25984,Ohio Street Beach,2016-07-04 21:00:00,21.8,3.13,0.168,3.0,10.0
25985,Ohio Street Beach,2016-07-04 22:00:00,21.8,3.16,0.176,2.0,10.0
25986,Ohio Street Beach,2016-07-05 01:00:00,21.7,2.87,0.09,7.0,10.0
25987,Ohio Street Beach,2016-07-05 03:00:00,21.6,2.96,0.097,4.0,10.0
25988,Ohio Street Beach,2016-07-05 04:00:00,21.6,2.68,0.09,4.0,10.0
25989,Ohio Street Beach,2016-07-05 05:00:00,21.6,2.65,0.07,3.0,10.0
25990,Ohio Street Beach,2016-07-05 07:00:00,21.6,2.46,0.073,7.0,10.0
25991,Ohio Street Beach,2016-07-05 08:00:00,21.7,2.25,0.07,6.0,10.0
25992,Ohio Street Beach,2016-07-05 09:00:00,21.9,2.02,0.071,3.0,10.0
25993,Ohio Street Beach,2016-07-05 10:00:00,22.0,1.96,0.12,2.0,10.0
25994,Ohio Street Beach,2016-07-05 11:00:00,22.2,1.79,0.119,3.0,10.0
25995,Ohio Street Beach,2016-07-05 12:00:00,22.7,1.99,0.121,4.0,10.0
25996,Ohio Street Beach,2016-07-05 13:00:00,22.8,2.54,0.106,3.0,10.0
25997,Ohio Street Beach,2016-07-05 17:00:00,23.4,0.0,0.041,10.0,12.8
25998,Ohio Street Beach,2016-07-05 00:00:00,21.7,2.95,0.102,2.0,10.0
25999,Ohio Street Beach,2016-07-07 11:30:00,22.7,0.0,0.015,6.0,12.8
26000,Ohio Street Beach,2016-07-07 13:00:00,23.2,1.51,0.218,1.0,12.6
26001,Ohio Street Beach,2016-07-07 14:00:00,23.2,1.77,0.145,1.0,12.5
26002,Ohio Street Beach,2016-07-07 15:00:00,22.9,1.71,0.194,1.0,12.7
26003,Ohio Street Beach,2016-07-07 16:00:00,22.8,1.77,0.133,3.0,12.7
26004,Ohio Street Beach,2016-07-07 17:00:00,22.9,2.02,0.149,3.0,12.6
26005,Ohio Street Beach,2016-07-07 18:00:00,22.7,1.78,0.166,2.0,12.6
26006,Ohio Street Beach,2016-07-07 19:00:00,22.7,1.6,0.195,2.0,12.6
26007,Ohio Street Beach,2016-07-07 20:00:00,22.7,1.5,0.19,5.0,12.6
26008,Ohio Street Beach,2016-07-07 21:00:00,22.7,1.4,0.207,1.0,12.5
26009,Ohio Street Beach,2018-08-10 07:00:00,23.8,0.66,0.157,3.0,11.1
26010,Ohio Street Beach,2018-08-10 08:00:00,23.8,0.65,0.157,3.0,11.1
26011,Ohio Street Beach,2018-08-10 09:00:00,24.0,0.61,0.149,3.0,11.0
26012,Ohio Street Beach,2018-08-10 10:00:00,24.2,0.68,0.187,3.0,11.1
26013,Ohio Street Beach,2018-08-10 11:00:00,24.5,0.67,0.186,4.0,11.1
26014,Ohio Street Beach,2018-08-10 12:00:00,24.8,0.67,0.185,4.0,11.0
26015,Ohio Street Beach,2018-08-10 13:00:00,25.3,0.91,0.245,4.0,11.1
26016,Ohio Street Beach,2018-08-10 14:00:00,25.0,0.65,0.253,4.0,11.1
26017,Ohio Street Beach,2018-08-10 15:00:00,25.4,1.09,0.228,4.0,11.0
26018,Ohio Street Beach,2018-08-10 16:00:00,25.4,1.1,0.241,5.0,11.1
26019,Ohio Street Beach,2018-08-10 19:00:00,24.5,0.94,0.251,4.0,11.1
26020,Ohio Street Beach,2018-08-10 20:00:00,24.4,1.23,0.25,4.0,11.1
26021,Ohio Street Beach,2018-08-10 21:00:00,24.7,2.18,0.225,4.0,11.1
26022,Ohio Street Beach,2018-08-10 22:00:00,24.5,1.15,0.221,4.0,11.1
26023,Ohio Street Beach,2018-08-10 23:00:00,24.3,1.12,0.217,4.0,11.1
26024,Ohio Street Beach,2018-08-11 00:00:00,24.3,1.3,0.239,4.0,11.1
26025,Ohio Street Beach,2018-08-11 01:00:00,24.2,1.17,0.23,4.0,11.1
26026,Ohio Street Beach,2018-08-11 02:00:00,24.1,1.29,0.231,4.0,11.1
26027,Ohio Street Beach,2018-08-11 03:00:00,24.1,1.41,0.229,4.0,11.0
26028,Ohio Street Beach,2018-08-11 04:00:00,24.0,0.95,0.215,3.0,11.0
26029,Ohio Street Beach,2018-08-11 05:00:00,23.9,0.8,0.201,4.0,11.0
26030,Ohio Street Beach,2018-08-11 06:00:00,23.8,0.8,0.202,4.0,11.0
26031,Ohio Street Beach,2018-08-11 07:00:00,23.8,0.77,0.186,4.0,11.0
26032,Ohio Street Beach,2018-08-11 08:00:00,23.8,0.78,0.201,4.0,11.0
26033,Ohio Street Beach,2018-08-11 09:00:00,23.9,0.8,0.183,3.0,11.0
26034,Ohio Street Beach,2018-08-11 10:00:00,24.1,0.56,0.18,4.0,11.0
26035,Ohio Street Beach,2018-08-11 11:00:00,24.9,0.41,0.193,3.0,11.0
26036,Ohio Street Beach,2018-08-11 12:00:00,25.0,0.45,0.173,4.0,11.0
26037,Ohio Street Beach,2018-08-11 13:00:00,25.4,0.63,0.204,3.0,11.0
26038,Ohio Street Beach,2018-08-11 14:00:00,25.4,0.7,0.184,4.0,11.0
26039,Ohio Street Beach,2018-08-11 15:00:00,25.5,1.07,0.181,4.0,11.0
26040,Ohio Street Beach,2018-08-11 16:00:00,25.4,1.09,0.209,4.0,11.0
26041,Ohio Street Beach,2018-08-11 17:00:00,25.3,0.77,0.172,3.0,11.0
26042,Ohio Street Beach,2018-08-11 18:00:00,25.4,0.66,0.181,2.0,11.0
26043,Ohio Street Beach,2018-08-11 19:00:00,25.2,0.81,0.18,4.0,11.0
26044,Ohio Street Beach,2018-08-11 20:00:00,25.1,0.95,0.152,3.0,11.0
26045,Ohio Street Beach,2018-08-11 21:00:00,25.0,0.99,0.181,3.0,11.0
26046,Ohio Street Beach,2018-08-11 22:00:00,24.9,0.85,0.184,4.0,11.0
26047,Ohio Street Beach,2018-08-11 23:00:00,24.8,0.69,0.17,3.0,11.0
26048,Ohio Street Beach,2018-08-12 00:00:00,24.7,0.69,0.119,3.0,11.0
26049,Ohio Street Beach,2018-08-12 04:00:00,24.5,0.65,0.095,5.0,11.0
26050,Ohio Street Beach,2018-08-12 05:00:00,24.4,0.62,0.086,9.0,11.0
26051,Ohio Street Beach,2018-08-12 06:00:00,24.4,0.63,0.079,8.0,11.0
26052,Ohio Street Beach,2018-08-12 07:00:00,24.4,0.57,0.098,7.0,11.0
26053,Ohio Street Beach,2018-08-12 08:00:00,24.4,0.63,0.122,6.0,11.0
26054,Ohio Street Beach,2016-07-07 22:00:00,22.7,1.22,0.179,1.0,12.5
26055,Ohio Street Beach,2016-07-07 23:00:00,22.5,1.25,0.195,1.0,12.5
26056,Ohio Street Beach,2016-07-08 01:00:00,22.5,1.35,0.197,1.0,12.5
26057,Ohio Street Beach,2016-07-08 02:00:00,22.5,1.28,0.186,3.0,12.4
26058,Ohio Street Beach,2016-07-08 03:00:00,22.4,1.28,0.194,3.0,12.4
26059,Ohio Street Beach,2016-07-08 04:00:00,22.3,1.36,0.157,4.0,12.4
26060,Ohio Street Beach,2016-07-08 05:00:00,22.3,1.44,0.144,4.0,12.4
26061,Ohio Street Beach,2016-07-08 06:00:00,22.2,1.45,0.138,3.0,12.4
26062,Ohio Street Beach,2016-07-08 07:00:00,22.2,1.39,0.138,3.0,12.4
26063,Ohio Street Beach,2016-07-08 08:00:00,22.4,1.3,0.162,3.0,12.3
26064,Ohio Street Beach,2016-07-08 09:00:00,22.7,1.31,0.195,4.0,12.3
26065,Ohio Street Beach,2016-07-08 11:00:00,23.5,1.35,0.2,4.0,12.3
26066,Ohio Street Beach,2016-07-08 12:00:00,24.2,1.35,0.207,1.0,12.3
26067,Ohio Street Beach,2016-07-08 13:00:00,24.4,1.25,0.196,4.0,12.3
26068,Ohio Street Beach,2016-07-08 14:00:00,24.6,1.31,0.14,4.0,12.2
26069,Ohio Street Beach,2016-07-08 15:00:00,24.9,1.36,0.163,3.0,12.2
26070,Ohio Street Beach,2016-07-08 16:00:00,25.3,2.03,0.151,3.0,12.2
26071,Ohio Street Beach,2016-07-08 17:00:00,25.4,1.8,0.159,4.0,12.2
26072,Ohio Street Beach,2016-07-08 18:00:00,25.3,1.84,0.154,3.0,12.2
26073,Ohio Street Beach,2016-07-08 19:00:00,25.1,1.69,0.162,4.0,12.2
26074,Ohio Street Beach,2016-07-08 20:00:00,25.1,2.49,0.181,3.0,12.2
26075,Ohio Street Beach,2016-07-08 21:00:00,24.6,2.44,0.152,4.0,12.2
26076,Ohio Street Beach,2016-07-08 23:00:00,23.9,1.78,0.14,3.0,12.1
26077,Ohio Street Beach,2016-07-08 00:00:00,22.6,1.26,0.179,2.0,12.5
26078,Ohio Street Beach,2016-07-09 01:00:00,23.4,1.61,0.22,3.0,12.1
26079,Ohio Street Beach,2016-07-09 02:00:00,23.1,1.63,0.138,4.0,12.1
26080,Ohio Street Beach,2016-07-09 03:00:00,23.0,1.89,0.142,4.0,12.1
26081,Ohio Street Beach,2016-07-09 04:00:00,22.5,1.43,0.208,4.0,12.1
26082,Ohio Street Beach,2016-07-09 05:00:00,22.4,1.3,0.191,3.0,12.0
26083,Ohio Street Beach,2016-07-09 06:00:00,22.3,1.69,0.213,4.0,12.0
26084,Ohio Street Beach,2016-07-09 07:00:00,22.2,1.49,0.231,4.0,12.0
26085,Ohio Street Beach,2016-07-09 08:00:00,22.2,2.32,0.271,4.0,12.0
26086,Ohio Street Beach,2016-07-09 09:00:00,22.1,4.17,0.288,4.0,12.0
26087,Ohio Street Beach,2016-07-09 10:00:00,22.1,3.48,0.295,4.0,12.0
26088,Ohio Street Beach,2016-07-09 11:00:00,22.1,3.75,0.275,5.0,12.0
26089,Ohio Street Beach,2016-07-09 12:00:00,22.8,3.86,0.277,5.0,12.0
26090,Ohio Street Beach,2016-07-09 13:00:00,23.3,5.9,0.272,5.0,12.0
26091,Ohio Street Beach,2016-07-09 14:00:00,23.4,4.8,0.285,5.0,12.0
26092,Ohio Street Beach,2016-07-09 15:00:00,23.8,5.21,0.297,6.0,12.0
26093,Ohio Street Beach,2016-07-09 16:00:00,23.9,4.49,0.274,6.0,11.9
26094,Ohio Street Beach,2016-07-09 17:00:00,24.0,5.38,0.276,6.0,11.8
26095,Ohio Street Beach,2016-07-09 18:00:00,23.9,4.68,0.242,4.0,11.9
26096,Ohio Street Beach,2016-07-09 19:00:00,23.7,5.57,0.251,6.0,11.9
26097,Ohio Street Beach,2016-07-09 20:00:00,23.5,5.27,0.25,6.0,11.9
26098,Ohio Street Beach,2016-07-09 21:00:00,23.1,4.89,0.262,6.0,11.9
26099,Ohio Street Beach,2016-07-09 22:00:00,22.9,6.14,0.248,5.0,11.9
26100,Ohio Street Beach,2016-07-09 23:00:00,22.7,5.01,0.226,6.0,11.9
26101,Ohio Street Beach,2016-07-09 00:00:00,23.4,1.58,0.145,4.0,12.1
26102,Ohio Street Beach,2016-07-10 02:00:00,22.0,3.91,0.191,6.0,11.9
26103,Ohio Street Beach,2016-07-10 03:00:00,21.9,4.82,0.194,6.0,11.9
26104,Ohio Street Beach,2016-07-10 04:00:00,21.8,4.47,0.193,6.0,11.9
26105,Ohio Street Beach,2016-07-10 05:00:00,21.7,4.35,0.189,6.0,11.9
26106,Ohio Street Beach,2016-07-10 06:00:00,21.6,4.54,0.184,6.0,11.9
26107,Ohio Street Beach,2016-07-10 07:00:00,21.6,3.41,0.171,5.0,11.8
26108,Ohio Street Beach,2016-07-10 08:00:00,21.7,3.42,0.171,5.0,11.8
26109,Ohio Street Beach,2016-07-10 09:00:00,21.9,2.09,0.177,4.0,11.8
26110,Ohio Street Beach,2016-07-10 10:00:00,22.8,2.66,0.176,5.0,11.8
26111,Ohio Street Beach,2016-07-10 11:00:00,22.5,2.98,0.192,4.0,11.8
26112,Ohio Street Beach,2016-07-10 12:00:00,22.5,2.93,0.175,5.0,11.8
26113,Ohio Street Beach,2016-07-10 13:00:00,23.1,2.45,0.194,4.0,11.8
26114,Ohio Street Beach,2016-07-10 14:00:00,23.4,2.97,0.218,4.0,11.8
26115,Ohio Street Beach,2016-07-10 15:00:00,23.6,3.26,0.205,3.0,11.8
26116,Ohio Street Beach,2016-07-10 16:00:00,23.7,4.37,0.196,3.0,11.8
26117,Ohio Street Beach,2016-07-10 17:00:00,23.2,3.67,0.244,3.0,11.8
26118,Ohio Street Beach,2016-07-10 18:00:00,23.0,3.55,0.229,3.0,11.8
26119,Ohio Street Beach,2016-07-10 19:00:00,22.7,2.87,0.204,3.0,11.7
26120,Ohio Street Beach,2016-07-10 20:00:00,22.5,2.75,0.183,3.0,11.8
26121,Ohio Street Beach,2016-07-10 21:00:00,22.4,2.34,0.205,3.0,11.8
26122,Ohio Street Beach,2016-07-10 22:00:00,22.3,2.06,0.205,3.0,11.8
26123,Ohio Street Beach,2016-07-10 23:00:00,22.2,2.09,0.158,3.0,11.8
26124,Ohio Street Beach,2016-07-10 00:00:00,22.4,4.8,0.225,6.0,11.9
26125,Ohio Street Beach,2016-07-11 01:00:00,22.1,2.05,0.107,3.0,11.8
26126,Ohio Street Beach,2016-07-11 02:00:00,22.1,2.1,0.114,3.0,11.8
26127,Ohio Street Beach,2016-07-11 03:00:00,22.0,2.03,0.108,4.0,11.7
26128,Ohio Street Beach,2016-07-11 04:00:00,21.9,2.05,0.104,3.0,11.7
26129,Ohio Street Beach,2016-07-11 05:00:00,21.9,1.89,0.111,2.0,11.7
26130,Ohio Street Beach,2016-07-11 06:00:00,21.9,2.41,0.117,3.0,11.7
26131,Ohio Street Beach,2016-07-11 07:00:00,21.9,2.81,0.133,3.0,11.7
26132,Ohio Street Beach,2016-07-11 08:00:00,22.0,2.3,0.131,3.0,11.7
26133,Ohio Street Beach,2016-07-11 09:00:00,22.4,3.11,0.132,3.0,11.7
26134,Ohio Street Beach,2016-07-11 10:00:00,22.5,3.47,0.144,3.0,11.7
26135,Ohio Street Beach,2016-07-11 11:00:00,22.7,3.57,0.155,3.0,11.7
26136,Ohio Street Beach,2016-07-11 12:00:00,22.7,3.72,0.14,3.0,11.7
26137,Ohio Street Beach,2016-07-11 13:00:00,22.6,3.66,0.121,3.0,11.7
26138,Ohio Street Beach,2016-07-11 14:00:00,22.5,3.63,0.148,3.0,11.7
26139,Ohio Street Beach,2016-07-11 15:00:00,22.8,3.73,0.139,2.0,11.7
26140,Ohio Street Beach,2016-07-11 16:00:00,22.7,4.24,0.132,2.0,11.7
26141,Ohio Street Beach,2016-07-11 17:00:00,22.7,3.87,0.171,3.0,11.7
26142,Ohio Street Beach,2016-07-11 18:00:00,22.5,3.92,0.146,3.0,11.7
26143,Ohio Street Beach,2016-07-11 19:00:00,22.5,4.15,0.125,3.0,11.7
26144,Ohio Street Beach,2016-07-11 20:00:00,22.4,3.78,0.14,3.0,11.7
26145,Ohio Street Beach,2016-07-11 21:00:00,22.3,3.55,0.15,3.0,11.7
26146,Ohio Street Beach,2016-07-11 22:00:00,22.3,3.52,0.142,2.0,11.7
26147,Ohio Street Beach,2016-07-11 23:00:00,22.3,3.34,0.122,3.0,11.7
26148,Ohio Street Beach,2016-07-11 00:00:00,22.2,2.0,0.146,3.0,11.8
26149,Ohio Street Beach,2016-07-12 02:00:00,22.4,3.02,0.118,3.0,11.7
26150,Ohio Street Beach,2016-07-12 03:00:00,22.2,2.95,0.125,2.0,11.7
26151,Ohio Street Beach,2016-07-12 04:00:00,22.4,2.84,0.143,3.0,11.7
26152,Ohio Street Beach,2016-07-12 05:00:00,22.4,2.67,0.108,3.0,11.7
26153,Ohio Street Beach,2016-07-12 06:00:00,22.4,2.63,0.158,3.0,11.7
26154,Ohio Street Beach,2016-07-12 07:00:00,22.5,2.71,0.16,1.0,11.7
26155,Ohio Street Beach,2016-07-12 08:00:00,22.5,2.6,0.199,1.0,11.7
26156,Ohio Street Beach,2016-07-12 09:00:00,22.6,2.67,0.204,1.0,11.7
26157,Ohio Street Beach,2016-07-12 10:00:00,23.0,2.77,0.197,3.0,11.7
26158,Ohio Street Beach,2016-07-12 11:00:00,23.1,2.86,0.177,2.0,11.7
26159,Ohio Street Beach,2016-07-12 12:00:00,23.3,2.99,0.179,1.0,11.7
26160,Ohio Street Beach,2016-07-12 00:00:00,22.4,3.17,0.161,3.0,11.7
26161,Ohio Street Beach,2016-07-13 07:00:00,23.1,1.84,0.061,6.0,11.6
26162,Ohio Street Beach,2016-07-13 08:00:00,23.2,1.86,0.097,2.0,11.6
26163,Ohio Street Beach,2016-07-13 09:00:00,23.0,1.95,0.105,2.0,11.6
26164,Ohio Street Beach,2016-07-13 10:00:00,23.1,1.93,0.187,1.0,11.6
26165,Ohio Street Beach,2016-07-13 11:00:00,23.0,1.9,0.18,1.0,11.6
26166,Ohio Street Beach,2016-07-13 13:00:00,23.7,2.13,0.186,3.0,11.6
26167,Ohio Street Beach,2016-07-13 15:00:00,23.2,2.15,0.165,3.0,11.6
26168,Ohio Street Beach,2016-07-13 16:00:00,23.2,2.29,0.186,3.0,11.5
26169,Ohio Street Beach,2016-07-13 18:00:00,22.7,2.62,0.171,3.0,11.5
26170,Ohio Street Beach,2016-07-13 19:00:00,22.7,2.29,0.101,3.0,11.5
26171,Ohio Street Beach,2016-07-13 20:00:00,22.6,2.2,0.078,6.0,11.5
26172,Ohio Street Beach,2016-07-13 21:00:00,22.2,2.87,0.166,3.0,11.5
26173,Ohio Street Beach,2016-07-13 22:00:00,22.1,1.9,0.171,3.0,11.5
26174,Ohio Street Beach,2016-07-13 23:00:00,22.1,1.86,0.129,4.0,11.5
26175,Ohio Street Beach,2016-07-14 01:00:00,22.1,2.07,0.106,3.0,11.5
26176,Ohio Street Beach,2016-07-14 02:00:00,22.0,2.17,0.091,3.0,11.5
26177,Ohio Street Beach,2016-07-14 03:00:00,22.0,2.1,0.079,3.0,11.5
26178,Ohio Street Beach,2016-07-14 04:00:00,21.9,2.45,0.069,9.0,11.5
26179,Ohio Street Beach,2016-07-14 05:00:00,21.8,2.39,0.067,9.0,11.5
26180,Ohio Street Beach,2016-07-14 06:00:00,21.8,2.11,0.067,8.0,11.5
26181,Ohio Street Beach,2016-07-14 07:00:00,21.8,1.98,0.086,3.0,11.5
26182,Ohio Street Beach,2016-07-14 08:00:00,21.9,1.61,0.122,3.0,11.5
26183,Ohio Street Beach,2016-07-14 09:00:00,22.3,2.11,0.085,2.0,11.5
26184,Ohio Street Beach,2016-07-14 10:00:00,22.5,1.74,0.072,3.0,11.5
26185,Ohio Street Beach,2016-07-14 11:00:00,22.5,1.76,0.091,3.0,11.5
26186,Ohio Street Beach,2016-07-14 12:00:00,22.8,1.7,0.116,3.0,11.4
26187,Ohio Street Beach,2016-07-14 13:00:00,23.6,1.41,0.115,3.0,11.4
26188,Ohio Street Beach,2016-07-14 14:00:00,24.0,1.94,0.198,3.0,11.5
26189,Ohio Street Beach,2016-07-14 15:00:00,24.1,2.07,0.159,5.0,11.5
26190,Ohio Street Beach,2016-07-14 16:00:00,24.3,1.91,0.115,3.0,11.5
26191,Ohio Street Beach,2016-07-14 17:00:00,24.3,1.81,0.192,3.0,11.4
26192,Ohio Street Beach,2016-07-14 18:00:00,24.2,1.74,0.156,3.0,11.4
26193,Ohio Street Beach,2016-07-14 19:00:00,24.0,1.63,0.14,2.0,11.4
26194,Ohio Street Beach,2016-07-14 20:00:00,23.9,1.64,0.133,3.0,11.5
26195,Ohio Street Beach,2016-07-14 21:00:00,23.7,1.82,0.124,2.0,11.4
26196,Ohio Street Beach,2016-07-14 22:00:00,23.4,1.75,0.105,2.0,11.4
26197,Ohio Street Beach,2016-07-14 23:00:00,23.1,1.64,0.117,2.0,11.4
26198,Ohio Street Beach,2016-07-14 00:00:00,22.1,2.12,0.109,3.0,11.5
26199,Ohio Street Beach,2016-07-15 01:00:00,22.0,1.79,0.104,7.0,11.4
26200,Ohio Street Beach,2016-07-15 02:00:00,21.7,1.74,0.097,4.0,11.4
26201,Ohio Street Beach,2016-07-15 03:00:00,21.3,1.73,0.11,3.0,11.4
26202,Ohio Street Beach,2016-07-15 04:00:00,21.1,1.55,0.135,3.0,11.4
26203,Ohio Street Beach,2016-07-15 05:00:00,20.9,1.45,0.144,3.0,11.4
26204,Ohio Street Beach,2016-07-15 06:00:00,20.8,1.58,0.124,3.0,11.4
26205,Ohio Street Beach,2016-07-15 07:00:00,20.4,1.44,0.142,3.0,11.4
26206,Ohio Street Beach,2016-07-15 08:00:00,20.2,1.18,0.165,4.0,11.4
26207,Ohio Street Beach,2016-07-15 09:00:00,20.3,1.22,0.185,4.0,11.4
26208,Ohio Street Beach,2016-07-15 10:00:00,20.7,1.33,0.185,4.0,11.4
26209,Ohio Street Beach,2016-07-15 11:00:00,20.5,1.36,0.185,4.0,11.4
26210,Ohio Street Beach,2016-07-15 12:00:00,20.4,1.25,0.195,4.0,11.3
26211,Ohio Street Beach,2016-07-15 13:00:00,20.7,1.48,0.186,4.0,11.3
26212,Ohio Street Beach,2016-07-15 14:00:00,20.5,1.41,0.219,3.0,11.3
26213,Ohio Street Beach,2016-07-15 15:00:00,20.4,1.27,0.238,2.0,11.3
26214,Ohio Street Beach,2016-07-15 16:00:00,20.3,1.59,0.26,3.0,11.3
26215,Ohio Street Beach,2016-07-15 17:00:00,20.5,2.66,0.242,4.0,11.3
26216,Ohio Street Beach,2016-07-15 18:00:00,20.5,4.3,0.281,3.0,11.3
26217,Ohio Street Beach,2016-07-15 19:00:00,20.3,3.92,0.281,4.0,11.1
26218,Ohio Street Beach,2016-07-15 20:00:00,20.2,4.06,0.264,4.0,11.2
